,Sample of the book,Book_name
710,two principal responsible owner ship feel half mind give idea sail vessel questionably own temporarily command step aside door give egress bildad make doubt eagerness vanish awaken wrath peleg astonishment sat transom quietly seem slightest intention withdraw seem quite use impenitent peleg way peleg let rage seem left sat like lamb though twitch little still nervously agitate whew whistle last squall go leeward think bildad thou use good sharpen lance mend pen ye jack knife need grindstone thank ye bildad young man ishmael thy name ye say well ye go ishmael three hundredth lay captain peleg say friend want ship shall bring morrow sure say peleg fetch along look lay want groan bildad glance book bury oh thee mind bildad say peleg whale turn kill whale count captain peleg well bring along signing paper go nothing doubt do good morning work pequod identical ship yojo provide carry queequeg round cape ,3
511,horrid confusion heaped upon confusion rise heaven go wrack ruin overspread almighty father sits shrine sanctuary heaven secure consult sum thing foreseen tumult permit advise great purpose might fulfil honour anoint son avenge upon enemy declare power transfer whence son assessour throne thus begin effulgence glory son beloved son whose face invisible beheld visibly deity whose hand decree second omnipotence two day past two day compute day heaven since michael power go forth tame disobedient sore hath fight likeliest two foe met arm left thou knowest equal creation form save sin hath impaired yet hath wrought insensibly suspend doom whence perpetual fight need must last endless solution found war weary hath perform war disorder rage let loose rein mountain weapon arm make wild work heaven dangerous main two day therefore past third thine thee ordain thus far suffer glory may thine end great war since none thou end thee virtue ,4
967,pendragon look much astonish though particularly annoyed fanshaw amuse look like perform pigmy little stand control laughter father brown likely notice either laughter astonishment gaze three carve symbol though worn obscure seem still convey sense first seem outline tower building crown look like curly point ribbon second clearer old elizabethan galley decorative wave beneath interrupt middle curious jagged rock either fault wood conventional representation water come third represent upper half human figure end escallop line like wave face rubbed featureless arm held stiffly air well mutter father brown blinking legend spaniard plain enough hold arm curse sea two curse wreck ship burning pendragon tower pendragon shook head kind venerable amusement many thing might say know sort half man like half lion half stag quite common heraldry might line ship one parti per pale line indent think call though third thing heraldic heraldic suppose tower crown laurel fire look like seem ,2
743,herbert voyage asia africa harris coll saw huge troop whale force proceed great deal caution fear run ship upon schouten sixth circumnavigation set sail elbe wind n e ship call jonas whale say whale open mouth fable frequently climb mast see whether see whale first discoverer ducat pain told whale take near shetland barrel herring belly one harpooneer told caught whale spitzbergen white voyage greenland harris coll several whale come upon coast fife anno one eighty foot length whale bone kind come inform besides vast quantity oil afford weight baleen jaw stand gate garden pitferren sibbald fife kinross agree try whether master kill sperma ceti whale hear sort kill man fierceness swiftness richard strafford letter bermuda phil trans whale sea god voice obey n e primer saw also abundance large whale southern sea may say hundred one northward captain cowley voyage round globe breath whale frequendy attend insupportable smell bring ,3
611,stood long prior pequod sail nantucket found one night lie prone upon ground insensible unknown seemingly inexplicable unimaginable casualty ivory limb violently displace stake wise smitten pierce groin without extreme difficulty agonize wound entirely cure time fail enter monomaniac mind anguish present suffer direct issue former woe plainly seem see poisonous reptile marsh perpetuates kind inevitably sweetest songster grove equally every felicity miserable event naturally beget like yea equally thought ahab since ancestry posterity grief go ancestry posterity joy hint inference certain canonic teaching natural enjoyment shall child born world contrary shall follow joy childlessness hell despair whereas guilty mortal misery shall still fertilely beget eternally progressive progeny grief beyond grave hint still seem inequality deeper analysis thing thought ahab even high earthly felicity certain unsignifying pettiness lurk bottom heartwoes mystic significance men archangelic grandeur diligent tracing belie obvious deduction trail genealogy high mortal misery carry last among sourceless primogeniture ,3
465,turn hospitable thought intent choice choose delicacy best order contrive mix taste well join inelegant bring taste taste upheld kindliest change bestirs tender stalk whatever earth bearing mother yield india east west middle shore pontus punick coast alcinous reign fruit kind coat rough smooth rind beard husk shell gather tribute large board heap unsparing hand drink grape crush inoffensive must meaths many berry sweet kernel press temper dulcet cream hold want fit vessel pure strows ground rise odour shrub unfumed mean primitive great sire meet god like guest walk forth without train accompany complete perfection state solemn tedious pomp wait prince rich retinue long horse lead groom besmear gold dazzle croud set agape nearer presence adam though awed yet submiss approach reverence meek superiour nature bow low thus say native heaven place none heaven glorious shape contain since descend throne happy place thou hast deign want honour vouchsafe two yet ,4
335,tahath depart tahath pitch tarah remove tarah pitch mithcah go mithcah pitch hashmonah depart hashmonah encamp moseroth depart moseroth pitch benejaakan remove benejaakan encamp horhagidgad go horhagidgad pitch jotbathah remove jotbathah encamp ebronah depart ebronah encamp eziongaber remove eziongaber pitch wilderness zin kadesh remove kadesh pitch mount hor edge land edom aaron priest go mount hor commandment lord die fortieth year child israel come land egypt first day fifth month aaron hundred twenty three year old die mount hor king arad canaanite dwelt south land canaan heard come child israel depart mount hor pitch zalmonah depart zalmonah pitch punon depart punon pitch oboth depart oboth pitch ijeabarim border moab depart iim pitch dibongad remove dibongad encamp almondiblathaim remove almondiblathaim pitch mountain abarim nebo depart mountain abarim pitch plain moab jordan near jericho pitch jordan bethjesimoth even unto abelshittim plain moab lord spake unto moses plain moab jordan near jericho say ,1
986,coffee forbidden know found house man must know particular house accurately inaccurate mean demand diner opposite conceive say brown understand hirsch affair long left drawer instead right red ink instead black thought must chance blunder forger say three mystical number finish thing finish direction drawer colour ink colour envelope none right accident coincidence treason ask flambeau resume dinner know either answer brown face blank bewilderment thing think well understood dreyfus case always grasp moral evidence easy sort go man eye voice know whether family seem happy subject chooses avoids well puzzle dreyfus case horrible thing impute way know though modern say human nature high place still capable cenci borgia puzzle sincerity party mean political party rank file always roughly honest often duped mean person play mean conspirator conspirator mean traitor traitor mean men must know truth dreyfus go like man knew wrong man yet french statesman soldier go knew wrong ,2
64,rent day mean desirable take away one independence undoubtedly thanks think secure expect raise gratitude whatever do discretion entirely bind allow thing yearly may inconvenient year spare hundred even fifty pound expense believe right love well annuity case whatever may give occasionally far great assistance yearly allowance enlarge style living felt sure large income sixpence richer end year certainly much best way present fifty pound prevent distressed money think amply discharge promise father sure indeed say truth convince within father idea give money assistance thought dare say might reasonably expect instance look comfortable small house help move thing send present fish game forth whenever season lay life meant nothing farther indeed strange unreasonable consider dear mr dashwood excessively comfortable mother law daughter may live interest seven thousand pound besides thousand pound belonging girl brings fifty pound year piece course pay mother board altogether five hundred year amongst earth four woman ,0
229,thee strike hand thou hast hid heart understand therefore shalt thou exalt speaketh flattery friend even eye child shall fail hath make also byword people aforetime tabret mine eye also dim reason sorrow member shadow upright men shall astonied innocent shall stir hypocrite righteous also shall hold way hath clean hand shall strong strong ye return come find one wise man among day past purpose broken even thought heart change night day light short darkness wait grave mine house make bed darkness say corruption thou art father worm thou art mother sister hope hope shall see shall go bar pit rest together dust answer bildad shuhite say long ere ye make end word mark afterwards speak wherefore count beast repute vile sight teareth anger shall earth forsaken thee shall rock remove place yea light wicked shall put spark fire shall shine light shall dark tabernacle candle shall put step strength ,1
143,sigh believe wise way put end business dissolve engagement seem beset difficulty every side though make miserable time happier perhaps end give advice miss dashwood answer elinor smile conceal agitate feeling subject certainly know well opinion weight unless side wish indeed wrong reply lucy great solemnity know nobody whose judgment think highly really believe say advise mean put end engagement edward ferrars happiness resolve upon immediately elinor blush insincerity edward future wife reply compliment effectually frighten give opinion subject form one raise influence much high power divide two people tenderly attach much indifferent person ti indifferent person say lucy pique lay particular stress word judgment might justly weight suppose bias respect feeling opinion worth elinor thought wise make answer l might provoke unsuitable increase ease unreserve even partly determine mention subject another pause therefore many minute duration succeed speech lucy still first end shall town winter miss dashwood say accustomary ,0
74,day two party hanover square berkeley street set respective home meet appointment road convenience charlotte child two day journey mr palmer travel expeditiously colonel brandon join cleveland soon arrival marianne hour comfort london eager long quit come point bid adieu house last time enjoy hope confidence willoughby extinguish without great pain leave place willoughby remain busy new engagement new scheme share without shed many tear elinor satisfaction moment removal positive object linger thought fix left creature behind give moment regret divide pleased free persecution lucy friendship grateful bring sister away unseen willoughby since marriage look forward hope month tranquility barton might towards restore marianne peace mind confirm journey safely perform second day brought cherished prohibit county somerset dwelt turn marianne imagination forenoon third drove cleveland cleveland spacious modern built house situate slop lawn park pleasure ground tolerably extensive like every place degree importance open shrubbery closer wood walk road smooth ,0
808,rake cutlas behind come two negro also old crooked cutlass trophy blood red glare black face yellow figure look like devil carry instrument torture dim garden behind distant voice heard call brief direction priest heard voice terrible change come countenance remain compose take eye patch flame begin spread seem shrink little hiss torch long silver spear water kept finger along nozzle pipe ensure aim attend business know noise semi conscious corner eye excite incident begin tumble island garden give two brief direction friend one knock fellow somehow tie whoever rope faggot want take away nice hose soon get chance call canoe girl bank gipsy ask get bucket across fill river close mouth continued water new red flower ruthlessly water red tulip turn head look strange fight follow foe friend mysterious fire almost felt island shake flambeau collide huge gardener merely imagine whirl round wrestle heard crash fall friend gasp triumph ,2
947,brown take small book pocket begin read steadily betrayed consciousness fact red haired lady left table sat opposite last lean say low strong voice say know false lift rather heavy eyelid flutter considerable embarrassment dubious eye roam white letter glass front public house young woman eye follow rest also pure puzzledom say father brown answer thought say sela like thing psalm read like wool gathering say ale well inquire star young lady matter say ruminate eye rove girl light canvas sleeve round wrist ran slight thread artistic pattern enough distinguish work dress common woman make like work dress lady art student seem find much food thought reply slow hesitant see madam say outside place look well perfectly decent place lady like generally think go place choice except well repeat except unfortunate go drink milk singular person say young lady object trouble reply gently arm knowledge enough help freely ask help ,2
478,clear aspect return gracious purpose thus renew fair bound earth thee thy race give lord posse thing therein live live sea air beast fish fowl sign whereof bird beast behold kind bring receive thee name pay thee fealty low subjection understand fish within watery residence hither summon since change element draw thinner air thus spake bird beast behold approach two two cower low blandishment bird stoop wing name pass understood nature knowledge god endue sudden apprehension found methought want still heavenly vision thus presume name thou mankind aught mankind high surpassest far name may adore thee author universe good man whose well amply hand liberal thou hast provide thing see partakes solitude happiness enjoy alone enjoy contentment find thus presumptuous vision bright smile brighten thus reply callest thou solitude earth various living creature air replenish thy command come play thee knowest thou language way also know reason contemptibly find pastime ,4
829,every hand secret purpose perish man hotel found drift dead sea like much seaweed right eye close peace left eye wide open glisten like glass moon nigger ned overtaken mile two away murder three policeman close left hand remain officer surprised nay pain negro get away enough set english paper flame month two main purpose british empire prevent buck nigger sens escape english port person figure remotely reconcilable subject quite extraordinary inquisition make scrub face go board ship white complexion make like mask greasepaint every negro england put special regulation make report outgo ship take nigger basilisk people found fearful vast silent force savage secret society time flambeau father brown lean parade parapet april black man meant england almost meant scotland must still england observe flambeau horridly well hidden must found port whiten face see really clever man say father brown apologetically sure whiten face well think say father brown ,2
364,arrayed white robe whence come say unto sir thou knowest say come great tribulation wash robe make white blood lamb therefore throne god serve day night temple sitteth throne shall dwell among shall hunger neither thirst neither shall sun light heat lamb midst throne shall feed shall lead unto living fountain water god shall wipe away tear eye open seventh seal silence heaven space half hour saw seven angel stood god give seven trumpet another angel come stood altar golden censer give unto much incense offer prayer saint upon golden altar throne smoke incense come prayer saint ascend god angel hand angel take censer fill fire altar cast earth voice thunderings lightning earthquake seven angel seven trumpet prepared sound first angel sound follow hail fire mingle blood cast upon earth third part tree burnt green grass burnt second angel sound great mountain burning fire cast sea third part sea become ,1
255,ahab ahaziah fell lattice upper chamber samaria sick sent messenger say unto go enquire baalzebub god ekron whether shall recover disease angel lord say elijah tishbite arise go meet messenger king samaria say unto god israel ye go enquire baalzebub god ekron therefore thus saith lord thou shalt come bed thou art go shalt surely die elijah depart messenger turn back unto say unto ye turn back say unto come man meet say unto go turn unto king sent say unto thus saith lord god israel thou sendest enquire baalzebub god ekron therefore thou shalt come bed thou art go shalt surely die say unto manner man come meet told word answer hairy man girt girdle leather loin say elijah tishbite king sent unto captain fifty fifty go behold sat top hill spake unto thou man god king hath say come elijah answer say captain fifty man god let fire ,1
564,might mixed durst without leave attempt sends upon high behest state sovran king inure prompt obedience fast found fast shut dismal gate barricadoed strong long ere approach heard within noise sound dance song torment loud lament furious rage glad return coast light ere sabbath even charge thy relation attend pleased thy word less thou mine spake godlike power thus sire man tell human life begin hard begin knew desire thee still longer converse induced new wake soundest sleep soft flowery herb found laid balmy sweat beam sun soon dry reek moisture fed straight toward heaven wonder eye turn gaze ample sky till raise quick instinctive motion sprung thitherward endeavour upright stood foot round saw hill dale shady wood sunny plain liquid lapse murmur stream creature live move walk flew bird branch warble thing smile fragrance joy heart erflowed peruse limb limb survey sometimes go sometimes ran supple joint lively vigour ,4
584,ensue shall adam wed another eve shall live enjoy extinct death think confirm resolve adam shall share bliss woe dear love death endure without live life say tree step turn first low reverence do power dwelt within whose presence infuse plant sciential sap derive nectar drink god adam wait desirous return wove choicest flower garland adorn tress rural labour crown reaper oft wont harvest queen great joy promise thought new solace return long delayed yet oft heart divine something ill misgave falter measure felt forth meet go way take morn first part tree knowledge must pas met scarce tree return hand bough fairest fruit downy smile new gather ambrosial smell diffuse hasted face excuse come prologue apology prompt bland word thus address hast thou wonder adam stay thee miss thought long deprive thy presence agony love till felt shall twice mean try rash untried sought pain absence thy sight strange ,4
604,dart repeat spear return master like greyhound held skilful leash agonize whale go flurry tow line slacken pitchpoler drop astern fold hand mutely watch monster die chapter fountain six thousand year one know many million age great whale spout sea sprinkle mistifying garden deep many sprinkle mistifying pot century back thousand hunter close fountain whale watch sprinkling spoutings yet bless minute fifteen quarter minute past one clock p sixteenth day december still remain problem whether spoutings really water nothing vapour surely noteworthy thing let look matter along interest item contingent every one know peculiar cunning gill finny tribe general breathe air time combine element swim hence herring cod might live century raise head surface owe marked internal structure give regular lung like human whale live inhale disengage air open atmosphere wherefore necessity periodical visit upper world degree breathe mouth ordinary attitude sperm whale mouth bury least eight foot beneath surface ,3
403,unjust righteousness faith impute may find justification towards god peace conscience law ceremony appease man mortal part perform perform live law appear imperfect give purpose resign full time well covenant discipline shadowy type truth flesh spirit imposition strict law free acceptance large grace servile fear filial work law work faith therefore shall moses though god highly beloved minister law people canaan lead joshua gentile jesus call name office bearing shall quell adversary serpent bring back world wilderness long wander man safe eternal paradise rest mean earthly canaan place long time shall dwell prosper sin national interrupt publick peace provoke god raise enemy oft save penitent judge first king second piety renowned puissant deed promise shall receive irrevocable regal throne shall endure like shall sing prophecy royal stock david name king shall rise son woman seed thee foretold foretold abraham shall trust nation king foretold king last reign shall end first ,4
897,green peacock blue satin gleam like blue green metal delight child aesthete heavy hot brown hair frame one magic face dangerous men especially boy men grow grey company male colleague great american actor isidore bruno produce particularly poetical fantastic interpretation midsummer night dream artistic prominence give oberon titania word bruno set dreamy exquisite scenery move mystical dance green costume like burnish beetle wing express elusive individuality elfin queen personally confront still broad daylight man look woman face greet men beam baffling smile kept many male dangerous distance accepted flower cutler tropical expensive victory another sort present sir wilson seymour offer later nonchalantly gentleman breeding show eagerness conventional unconventionality give anything obvious flower picked trifle say rather curiosity ancient greek dagger mycenaean epoch might well worn time theseus hippolyta make brass like heroic weapon oddly enough sharp enough prick anyone still really attract leaf like shape perfect greek vase interest miss ,2
315,man fade away way bless man endureth temptation try shall receive crown life lord hath promise love let man say tempt tempt god god tempt evil neither tempteth man every man tempt drawn away lust entice lust hath conceive bringeth forth sin sin finish bringeth forth death err beloved brother every good gift every perfect gift cometh father light variableness neither shadow turn begat word truth kind firstfruits creature wherefore beloved brother let every man swift hear slow speak slow wrath wrath man worketh righteousness god wherefore lay apart filthiness superfluity naughtiness receive meekness engraft word able save soul ye doer word hearer deceive self hearer word doer like unto man beholding natural face glass beholdeth goeth way straightway forgetteth manner man whoso looketh perfect law liberty continueth therein forgetful hearer doer work man shall bless deed man among seem religious bridleth tongue deceiveth heart man religion vain pure religion ,1
358,man shall put death sin thou shalt pervert judgment stranger fatherless take widow raiment pledge thou shalt remember thou wast bondman egypt lord thy god redeem thee thence therefore command thee thing thou cuttest thine harvest thy field hast forgot sheaf field thou shalt go fetch shall stranger fatherless widow lord thy god may bless thee work thine hand thou beatest thine olive tree thou shalt go bough shall stranger fatherless widow thou gatherest grape thy vineyard thou shalt glean afterward shall stranger fatherless widow thou shalt remember thou wast bondman land egypt therefore command thee thing controversy men come unto judgment judge may judge shall justify righteous condemn wicked shall wicked man worthy beaten judge shall cause lie beaten face accord fault certain number forty stripe may give exceed l exceed beat many stripe thy brother seem vile unto thee thou shalt muzzle ox treadeth corn brother dwell together ,1
997,pinch powder enemy rifle ranked close even mountain path cry bring soldier rush hill say nothing fact wood ridge patrol regular interval rifle far away dim wood dwarfed distance beyond river enemy slink town detour round palace rifle west door east door north door south along four facade link safe clear crest ridge found naked nest old enemy found small platform rock broken abruptly three corner precipice behind black cave masked green thorn low hard believe man enter front fall cliff vast cloudy vision valley small rock platform stood old bronze lectern reading stand groan great german bible bronze copper grown green eat air exalt place otto instantly thought even arm must rust moonrise already make deathly dawn behind crest crag rain cease behind lectern look across valley stood old man black robe fell straight cliff around whose white hair weak voice seem alike waver wind evidently reading daily lesson ,2
172,away excuse attend mr jennings account sister indispose mr jennings thoroughly good humour concern cause admit excuse readily elinor see safe return marianne found attempt rise bed reach time prevent fall floor faint giddy long want proper rest food many day since appetite many night since really slept mind longer support fever suspense consequence felt ache head weaken stomach general nervous faintness glass wine elinor procure directly make comfortable last able express sense kindness say poor elinor unhappy make wish reply sister thing might comfort every thing else much marianne exclaim anguish heart oh elinor miserable indeed voice entirely lose sob elinor longer witness torrent unresisted grief silence exert dear marianne cry kill love think mother think misery suffer sake must exert cry marianne leave leave distress leave hate forget torture oh easy sorrow talk exertion happy happy elinor idea suffer call happy marianne ah knew believe see wretched forgive ,0
950,follow doctor priest already prepared assert late late also ask doctor solid prosperous look man conventional moustache whisker lively eye dart kidd dubiously one sense drawl representative sun late save man guess time hear something importance heard dead man denounce assassin assassin ask doctor draw eyebrow together boulnois say calhoun kidd whistle softly doctor star gloomily redden brow contradict priest shorter figure background say mildly understood mr boulnois come pendragon park even say yankee grimly may position give old country fact two yes sir john boulnois go stay even fix real good appointment john boulnois change mind john boulnois left home abruptly alone come darn park hour ago butler told think hold wise police call clue sent yes say doctor alarmed anyone else yet mr boulnois know ask james dalroy kidd conscious irrational desire hit curl mouth told say doctor gruffly come police little priest step main avenue return fall ,2
893,long light house lake fountain front nevertheless look something interest look angle steep green bank terrace garden one small picturesque surprise common old landscape gardening kind small round hill dome grass like giant mole hill ring crown three concentric fence rose sundial high point centre kidd see finger dial stand dark sky like dorsal fin shark vain moonlight cling idle clock saw something else cling also one wild moment figure man though saw moment though outlandish incredible costume clad neck heel tight crimson glint gold yet knew one flash moonlight white face flung heaven clean shaven unnaturally young like byron roman nose black curl already grizzle see thousand public portrait sir claude champion wild red figure reel instant sundial next roll steep bank lay american foot faintly move one arm gaudy unnatural gold ornament arm suddenly remind kidd romeo juliet course tight crimson suit part play long red stain bank ,2
767,prince empire world hustings leaf high honour air give men become famous infinite inferiority choice hidden handful divine inert undoubted superiority dead level mass large virtue lurks small thing extreme political superstition invest royal instance even idiot imbecility impart potency case nicholas czar ring crown geographical empire encircles imperial brain plebeian herd crouch abase tremendous centralization tragic dramatist depict mortal indomitableness full sweep direct swing forget hint incidentally important art one allude ahab captain still move nantucket grimness shagginess episode touch emperor king must conceal poor old whale hunter like therefore outward majestical trapping housing deny oh ahab shall grand thee must need plucked sky dive deep feature unbodied air chapter cabin table noon dough boy steward thrust pale loaf bread face cabin scuttle announces dinner lord master sit lee quarter boat take observation sun mutely reckon latitude smooth medallion shape tablet reserve daily purpose upper part ivory leg complete ,3
439,thy bold entrance place employ seem violate sleep whose dwell god hath plant bliss thus satan contemptuous brow gabriel thou hadst heaven esteem wise held thee question ask put doubt life love pain find way break loose hell though thither doom thou wouldst thyself doubt boldly venture whatever place farthest pain thou mightst hope change torment ease soonest recompense dole delight place sought thee reason knowest good evil hast try wilt object bound let surer bar iron gate intend stay dark durance thus much ask rest true found say implies violence harm thus scorn warlike angel move disdainfully half smile thus reply loss one heaven judge wise since satan fell folly overthrew return prison scaped gravely doubt whether hold wise ask boldness brought hither unlicensed bound hell prescribed wise judge fly pain however scape punishment judge thou still presumptuous till wrath thou incurrest fly meet thy flight sevenfold scourge wisdom ,4
955,figure well weary willie pragmatist alternate pugilist long procession portrait thus unobtrusive oxford man name john boulnois write unreadable review call natural philosophy quarterly series article allege weak point darwinian evolution flutter corner english paper though boulnois theory comparatively stationary universe visit occasionally convulsion change rather faddy fashionableness oxford get far name catastrophism many american paper seize challenge great event sun threw shadow mr boulnois quite gigantically across page paradox already note article valuable intelligence enthusiasm present headline apparently write illiterate maniac headline darwin chew dirt critic boulnois say jump shock keep catastrophic say thinker boulnois mr calhoun kidd western sun bidden take butterfly tie lugubrious visage little house outside oxford thinker boulnois live happy ignorance title fat philosopher consent somewhat daze manner receive interviewer name hour nine even last summer sunset clung cumnor low wooded hill romantic yankee doubtful road inquisitive surroundings see door genuine feudal old country inn ,2
412,mutual honour join goddess like demeanour forth go unattended queen pomp win grace wait still shot dart desire eye wish still sight raphael adam doubt propose benevolent facile thus reply ask search blame thee heaven book god thee set wherein read wonderous work learn season hour day month year attain whether heaven move earth import thou reckon right rest man angel great architect wisely conceal divulge secret scan ought rather admire list try conjecture fabrick heaven hath left dispute perhaps move laughter quaint opinion wide hereafter come model heaven calculate star wield mighty frame build unbuild contrive save appearance gird sphere centrick eccentrick scribble er cycle epicycle orb orb already thy reason guess art lead thy offspring supposest body bright great serve less bright heaven journey run earth sit still alone receives benefit consider first great bright infers excellence earth though comparison heaven small glistering may solid good contain plenty ,4
33,comfort present comfort conviction last conviction sister mind regard mother allow prove relate circumstance nothing sincere regard nothing earnest desire useful think justified though many hour spent convincing right reason fear may wrong stop understand say elinor something tell mr willoughby open character farther tell great act friendship shewn marianne gratitude insured immediately information tend end must gain time pray pray let hear shall brief quit barton last october give idea must go farther back find awkward narrator miss dashwood hardly know begin short account believe necessary shall short one subject sigh heavily little temptation diffuse stopt moment recollection another sigh go probably entirely forgotten conversation suppose make impression conversation one even barton park even dance allude lady know resemble measure sister marianne indeed answer elinor forgotten look pleased remembrance add deceive uncertainty partiality tender recollection strong resemblance well mind person warmth heart eagerness fancy spirit lady one near relation ,0
729,strange sweetness lunacy brings heavenly voucher heavenly home learn hark speaks wildly form two two let make general ho harpoon lay across rig dig dig dig huzza oh game cock sit upon head crow queequeg dy game mind ye queequeg dy game take ye good heed queequeg dy game say game game game base little pip die coward die shiver upon pip hark ye ye find pip tell antilles runaway coward coward coward tell jumped whale boat beat tambourine base pip hail general die shame upon coward shame upon let em go drown like pip jumped whale boat shame shame queequeg lay close eye dream pip lead away sick man replace hammock apparently make every preparation death coffin prove good fit queequeg suddenly rally soon seem need carpenter box thereupon express delighted surprise substance say cause sudden convalescence critical moment recall little duty ashore leave undone therefore change mind die ,3
404,bituminous lake sodom flame delusive touch taste deceive fondly think allay appetite gust instead fruit chewed bitter ash offend taste spatter noise reject oft assayed hunger thirst constrain drug oft hatefullest disrelish writhe jaw soot cinder fill oft fell illusion man triumphed lapse thus plague worn famine long ceaseless hiss till lose shape permit resume yearly enjoin say undergo annual humble certain numbered day dash pride joy man seduce however tradition disperse among heathen purchase get fabled serpent call ophion eurynome wide encroach eve perhaps first rule high olympus thence saturn driven ops ere yet dictaean jove born mean paradise hellish pair soon arrive sin power actual body dwell habitual habitant behind death close follow pace pace mount yet pale horse sin thus begin second satan sprung conquer death thinkest thou empire though earn travel difficult well far still hell dark threshold sat watch unnamed undreaded thyself half starve thus ,4
581,full peace denounce wrath come impenitence shall return deride god observe one man alive command shall build wonderous ark thou beheldst save houshold amidst world devote universal wrack sooner man beast select life shall ark lodge shelter round cataract heaven set open earth shall pour rain day night fountain deep broke shall heave ocean usurp beyond bound till inundation rise high hill shall mount paradise might wave move place push horn flood verdure spoil tree adrift great river opening gulf take root island salt bare haunt seal orcs sea mew clang teach thee god attribute place sanctity none thither brought men frequent therein dwell shall ensue behold look saw ark hull flood abate cloud flee driven keen north wind blowing dry wrinkle face deluge decayed clear sun wide watery glass gaze hot fresh wave largely drew thirst make flow shrink stand lake trip ebb stole soft foot towards deep stopt ,4
96,new heard day two afterwards affair harley street bartlett building though much matter know already mr jennings might enough spread knowledge farther without seek resolve first pay visit comfort inquiry cousin soon nothing hindrance visitor usual prevent go within time third day succeed knowledge particular fine beautiful sunday draw many kensington garden though second week march mr jennings elinor number marianne knew willoughbys town constant dread meeting chose rather stay home venture public place intimate acquaintance mr jennings join soon enter garden elinor sorry continue engage mr jennings conversation left quiet reflection saw nothing willoughbys nothing edward time nothing anybody chance whether grave gay interest last found surprise accost miss steele though look rather shy express great satisfaction meeting receive encouragement particular kindness mr jennings left party short time join mr jennings immediately whisper elinor get dear tell thing ask see leave mr clarke lucky however mr jennings curiosity elinor ,0
661,outlandish prophet wharf whatever apprehensiveness uneasiness call felt yet whenever come look ship seem warrantry cherish emotion though harpooneer great body crew far barbaric heathenish motley set tame merchant ship company previous experience make acquaint still ascribed rightly ascribed fierce uniqueness nature wild scandinavian vocation abandonedly embark especially aspect three chief officer ship mate forcibly calculate allay colourless misgiving induce confidence cheerfulness every presentment voyage three well likely sea officer men different way readily found every one american nantucketer vineyarder cape man christmas ship shot harbor space biting polar weather though time run away southward every degree minute latitude sail gradually leave merciless winter intolerable weather behind one less lower still grey gloomy enough morning transition fair wind ship rush water vindictive sort leap melancholy rapidity mount deck call forenoon watch soon level glance towards taffrail forebode shiver ran reality outran apprehension captain ahab stood upon quarter deck seem sign ,3
658,head gallant mast stand upon two thin parallel stick almost peculiar whalemen call gallant cross tree toss sea beginner feel cosy stand bull horn sure cold weather may carry house aloft shape watch coat properly speak thickest watch coat house unclad body soul glue inside fleshy tabernacle freely move even move without run great risk perish like ignorant pilgrim cross snowy alp winter watch coat much house mere envelope additional skin encase put shelf chest drawer body make convenient closet watch coat concern much deplore mast head southern whale ship unprovided enviable little tent pulpit call crow nest look out greenland whaler protect inclement weather frozen sea fireside narrative captain sleet entitle voyage among iceberg quest greenland whale incidentally discovery lose icelandic colony old greenland admirable volume stander mast head furnish charmingly circumstantial account recently invent crow nest glacier name captain sleet good craft call sleet crow nest honour original ,3
723,coffin recommend make sooner carpenter apprise order take rule forthwith indifferent promptitude character proceed forecastle take queequeg measure great accuracy regularly chalk queequeg person shift rule ah poor fellow die ejaculate long island sailor go vice bench carpenter convenience sake general reference transferringly measure exact length coffin make transfer permanent cut two notch extremity do marshal plank tool work last nail driven lid duly plan fit lightly shoulder coffin go forward inquire whether ready yet direction overhear indignant half humorous cry people deck begin drive coffin away queequeg every one consternation command thing instantly brought deny see mortal die men tyrannical certainly since shortly trouble little evermore poor fellow ought indulge lean hammock queequeg long regard coffin attentive eye call harpoon wooden stock drawn iron part place coffin along one paddle boat request also biscuit range round side within flask fresh water place head small bag woody earth scrap hold ,3
152,kind hardly believe melancholy sickly figure remains lovely blooming healthful girl dot endure beholding right wound feeling attempt describe pain much already appearance last stage consumption yes situation great comfort life nothing beyond give time well preparation death give saw place comfortable lodging proper attendant visit every day rest short life last moment stop recover elinor spoke feeling exclamation tender concern fate unfortunate friend sister hope offend say resemblance fancy poor disgrace relation fate fortune natural sweet disposition one guard firmer mind happier marriage might live see lead seem distress nothing ah miss dashwood subject untouched fourteen year dangerous handle collect concise left care child little girl offspring first guilty connection three year old love child always kept value precious trust gladly discharge strictest sense watch education nature situation allow family home little eliza therefore place school saw whenever death brother happen five year ago left possession family property visit ,0
536,bull sport wind upwhirled aloft fly er backside world far limbo large broad since call paradise fool unknown long unpeopled untrod dark globe fiend found pass long wander till last gleam dawn light turn thither ward haste travel step far distant descries ascend degree magnificent wall heaven structure high top whereof far rich appear work kingly palace gate frontispiece diamond gold embellish thick sparkle orient gem portal shone inimitable earth model shade pencil drawn stair whereon jacob saw angel ascend descend band guardian bright esau flee padan aram field luz dream night open sky wake cry gate heaven stair mysteriously meant stood always drawn heaven sometimes viewless underneath bright sea flow jasper liquid pearl whereon come earth fail arrive waft angel flew er lake rapt chariot drawn fiery steed stair let whether dare fiend easy ascent aggravate sad exclusion door bliss direct open beneath er blissful seat paradise passage earth ,4
